WKT,objetid,comuna,calle,nombre_de,responsabl,direccion,direcci_1,x,y,altura,barrios,sumi_elect,poblacion,grup_elect,suministr,mail_1,telefono_1
"POINT (-58.505715740655 -34.6310584826882)",294.00000000000,COMUNA 10,"MAGARIÑOS CERVANTES, A.",RESIDENCIA GERIATRICA AGOSTINA,GODOY CARLOS ROBERTO,"MAGARIÑOS CERVANTES, A. 5251","5251 MAGARIÑOS CERVANTES, A.","-58,505715740655","-34,6310584826882",5251.00000000000,VILLA LURO,EDESUR,,,,gcervantes1@yahoo.com oscar1guilla@yahoo.com,4568-6162 / 1550065528 / 49514612
"POINT (-58.4991759103332 -34.6389506362807)",295.00000000000,COMUNA 10,MANZONI,MIS ABUELAS,Dr. Marcos Natalio Levi,MANZONI 121,121 MANZONI,"-58,4991759103332","-34,6389506362807",121.00000000000,VILLA LURO,EDESUR,S/D,NO,,Robertocromero2109@gmail.com,4635-6684
"POINT (-58.4846884321878 -34.6303458278083)",296.00000000000,COMUNA 10,MERCEDES,MERCEDES LONG LIFE,"WALTER MARTIN, LONGUI",MERCEDES 350,350 MERCEDES,"-58,4846884321878","-34,6303458278083",350.00000000000,FLORESTA,EDESUR,,,,sfburgos@gmail.com,4672-9931 (telefono inhabilitado)
"POINT (-58.508929855916 -34.6256585200239)",297.00000000000,COMUNA 10,MIRANDA,SAN NICOLÁS,Lic. Debora Lorena Gargaglione,MIRANDA 5269,5269 MIRANDA,"-58,508929855916","-34,6256585200239",5269.00000000000,MONTE CASTRO,EDESUR,"24",NO,,diegoalbertofernandez@hotmail.com,4639-3928 / 1531871965
"POINT (-58.4926924592194 -34.6301078642712)",299.00000000000,COMUNA 10,MORON,SANTA MARÍA,Lic. Carla Natalia Otero,MORON 4520,4520 MORON,"-58,4926924592194","-34,6301078642712",4520.00000000000,VELEZ SARSFIELD,EDESUR,"65",NO,,melidu8888@hotmail.com,2130-3110
"POINT (-58.529359126455 -34.6215968095061)",300.00000000000,COMUNA 10,PORCEL DE PERALTA,RESIDENCIA VILLA REAL,,"PORCEL DE PERALTA, MANUEL 1473","1473 PORCEL DE PERALTA, MANUEL","-58,529359126455","-34,6215968095061",1473.00000000000,VILLA REAL,EDESUR,,,,m_giraldes@hotmail.com,4644-1875 / 1160516905
"POINT (-58.4833008347183 -34.6355810547657)",302.00000000000,COMUNA 10,RAMON L. FALCON,COVA DONGA,,"FALCON, RAMON L.,CNEL. 4032","4032 FALCON, RAMON L.,CNEL.","-58,4833008347183","-34,6355810547657",4032.00000000000,VELEZ SARSFIELD,EDESUR,,,,arielgago@hotmail.com,4672-7730 / 1560431722
"POINT (-58.5050721935889 -34.6382625553666)",303.00000000000,COMUNA 10,RIVADAVIA,NUESTRA CASA,,RIVADAVIA AV. 10040,10040 RIVADAVIA AV.,"-58,5050721935889","-34,6382625553666",10040.00000000000,VILLA LURO,EDESUR,,,,geriatriconuestracasa@outlook.com,4682-1999
"POINT (-58.5060628563745 -34.637888886823)",304.00000000000,COMUNA 10,RUIZ DE LOS LLANOS,LA CASITA,,RUIZ DE LOS LLANOS 52,52 RUIZ DE LOS LLANOS,"-58,5060628563745","-34,637888886823",52.00000000000,VILLA LURO,EDESUR,,,,rizzojavier@hotmail.com,4682-0334
"POINT (-58.4782616981406 -34.631914454497)",306.00000000000,COMUNA 10,SAN NICOLAS,SU CASA,,SAN NICOLAS 84,84 SAN NICOLAS,"-58,4782616981406","-34,631914454497",84.00000000000,FLORESTA,EDESUR,S/D,NO,,info.midulcehogar@gmail.com,4671-5098
"POINT (-58.4787210992956 -34.6309282665272)",307.00000000000,COMUNA 10,SAN NICOLAS,SAN NICOLAS,,SAN NICOLAS 159,159 SAN NICOLAS,"-58,4787210992956","-34,6309282665272",159.00000000000,FLORESTA,EDESUR,,,,residenciasannicolas@hotmail.com,4611-1423
"POINT (-58.5096182374784 -34.6176920551351)",309.00000000000,COMUNA 10,SANTO TOME,ALMA Y CIELO,,SANTO TOME 4878,4878 SANTO TOME,"-58,5096182374784","-34,6176920551351",4878.00000000000,MONTE CASTRO,EDESUR,,,,jimi_gonzalez007@hotmail.com,4568-5411
"POINT (-58.4899182203938 -34.6315967635735)",310.00000000000,COMUNA 10,SARACHAGA,INSTITUTO GEREIÁTRICO GENESIS,,SARACHAGA 4467,4467 SARACHAGA,"-58,4899182203938","-34,6315967635735",4467.00000000000,VELEZ SARSFIELD,EDESUR,,,,carlaassenza@outlook.com lic.mirtatognini@yahoo.es,4672-8248
"POINT (-58.4767830382052 -34.6308879310488)",312.00000000000,COMUNA 10,VENANCIO FLORES,OASIS,,"FLORES, VENANCIO, GRAL. 3439","3439 FLORES, VENANCIO, GRAL.","-58,4767830382052","-34,6308879310488",3439.00000000000,FLORESTA,EDESUR,,,,vkalustian@gmail.com,4611-5678 / 1568465265
"POINT (-58.4936090210924 -34.5984332193435)",313.00000000000,COMUNA 11,ARGERICH 3258,RESIDENCIA GERIÁTRICA ARGERICH,--,ARGERICH 3258,3258 ARGERICH,"-58,4936090210924","-34,5984332193435",0.00000000000,,,,,,clauge2010@hotmail.com,4502-7836
"POINT (-58.4932614769556 -34.609721157416)",314.00000000000,COMUNA 11,ARREGUI,RESID. P/PERS. MAYORES AUTOV. CON AUTONOMIA PSICOFISICA,Dr. Daniel Lask (Geriatra),ARREGUI 3516,3516 ARREGUI,"-58,4932614769556","-34,609721157416",3516.00000000000,VLLA DEL PARQUE,EDESUR,,,,eduardocmeza@hotmail.com,4567-9210
"POINT (-58.4650500082042 -34.6149907492063)",316.00000000000,COMUNA 11,BOYACA,RESIDENCIA GERIATRICA PARATY,Dr. Julio Cesar Lorenzo,BOYACA 1214,1214 BOYACA,"-58,4650500082042","-34,6149907492063",1214.00000000000,VILLA GRAL. MITRE,EDESUR,S/D,NO,,mirtafani1962@gmail.com,4581-3121
"POINT (-58.4761810265666 -34.6100730440992)",317.00000000000,COMUNA 11,CAMARONES,RESIDENCIA GERIÁTRICA BACACAY,FERNANDEZ SILVIA ADRIANA,CAMARONES 2551,2551 CAMARONES,"-58,4761810265666","-34,6100730440992",2551.00000000000,VILLA GRAL. MITRE,EDESUR,,,,baferalsrl@yahoo.com.ar adrianaalias@icloud.com,4588-0118 / 1550407814
"POINT (-58.4688374951108 -34.6140779139881)",318.00000000000,COMUNA 11,CARACAS,HOGAR SANTA LUCÍA,"VIVIANA DANIELA, FAINSILBER",CARACAS 1448,1448 CARACAS,"-58,4688374951108","-34,6140779139881",1448.00000000000,VILLA GRAL. MITRE,EDESUR,,,,estudiosandel@yahoo.com.ar instituto.geriatrico.loyola@gmail.com,4582-0941 / 4582-4776
"POINT (-58.4807705055976 -34.6190295536715)",319.00000000000,COMUNA 11,CUENCA,LA CASA DEL SOL,MARTIN INGRID,CUENCA 1242,1242 CUENCA,"-58,4807705055976","-34,6190295536715",1242.00000000000,VILLA SANTA RITA,EDESUR,,,,ingridmmartini@hotmail.com,4583-8888
"POINT (-58.5125704214559 -34.5908080997549)",320.00000000000,COMUNA 11,EMILIO LAMARCA,SAN MARINO,Lucio Anibal Paladino,"LAMARCA, EMILIO 4841","4841 LAMARCA, EMILIO","-58,5125704214559","-34,5908080997549",4841.00000000000,VILLA DEVOTO,EDENOR,,,,geriatricosanmarino@yahoo.com.ar,4572-2100 / 1550125285 / 1131732119 (medico Paladino)
"POINT (-58.5130722724698 -34.6041265926278)",322.00000000000,COMUNA 11,FERNANDEZ DE ENCISO,INSTITUTO CHATELET,HERNAN OMAR LARZABAL,FERNANDEZ DE ENCISO 3715,3715 FERNANDEZ DE ENCISO,"-58,5130722724698","-34,6041265926278",3715.00000000000,VILLA DEVOTO,EDESUR,"34",NO,,geriatricosprivados@gmail.com,4501-7240 / 49810195
"POINT (-58.5135242145766 -34.5857965071012)",323.00000000000,COMUNA 11,FRANCO,RESIDENCIA JARDÍN DEL SOL,"MARIANO CHRISTIAN, QUIROGA",FRANCO 3429,3429 FRANCO,"-58,5135242145766","-34,5857965071012",3429.00000000000,VILLA DEVOTO,EDENOR,,,,mcq68@me.com,4574-2112 / 4571-0241 / 1559889961
"POINT (-58.4730090271466 -34.6169633401602)",324.00000000000,COMUNA 11,GALICIA,TEJAS VERDES,SERGIO MIGUEL BERESLAUSKI,GALICIA 2680,2680 GALICIA,"-58,4730090271466","-34,6169633401602",2680.00000000000,VILLA GRAL. MITRE,EDESUR,"43",SI,CUBRE LAS NECESIDADES BASICAS DEL ESTABLECIMIENTO,tejasverdessrl@gmail.com,4581-7351
"POINT (-58.517206428334 -34.600201529644)",325.00000000000,COMUNA 11,HABANA,LA MISION,Blanca Olga Chaher,HABANA 4321,4321 HABANA,"-58,517206428334","-34,600201529644",4321.00000000000,,,,,,tatychaher@gmail.com,4502-4517 / 1135948428
"POINT (-58.5095239190661 -34.5986652505108)",328.00000000000,COMUNA 11,JOAQUIN V. GONZALEZ,PLAZA HOGAR,Dr. Basso Alimena Guillermo,"GONZALEZ, JOAQUIN V. 4015","4015 GONZALEZ, JOAQUIN V.","-58,5095239190661","-34,5986652505108",4015.00000000000,VILLA DEVOTO,EDESUR,,,,geriatricoplazahogar@hotmail.com,114343-2333/ 4504-1234
"POINT (-58.5059508822231 -34.6036172883851)",329.00000000000,COMUNA 11,JOSE PEDRO VARELA,GERUSIA II,Carlos Alfredo Savio,"VARELA, JOSE PEDRO 3845","3845 VARELA, JOSE PEDRO","-58,5059508822231","-34,6036172883851",3845.00000000000,VILLA DEVOTO,EDESUR,,,,savio.analuz@gmail.com,4502-1698
"POINT (-58.4760736947337 -34.6071575796973)",330.00000000000,COMUNA 11,JUAN AGUSTIN GARCIA,SAN IGNACIO,Dra. María Alejandra Briones,"GARCIA, JUAN AGUSTIN 2416","2416 GARCIA, JUAN AGUSTIN","-58,4760736947337","-34,6071575796973",2416.00000000000,VILLA GRAL. MITRE,EDESUR,,,,cinthyalocasale426@gmail.com,4581-6115
"POINT (-58.4674582577494 -34.611094977887)",331.00000000000,COMUNA 11,JUAN B. JUSTO,LA PÉRGOLA,--,"JUSTO, JUAN B. AV. 4870","4870 JUSTO, JUAN B. AV.","-58,4674582577494","-34,611094977887",4870.00000000000,VILLA GRAL. MITRE,EDESUR,"21",NO,,abaco_hlg@hotmail.com barbara.marcote@live.com.ar INFO@SPGARGENTINA.COM.AR,4581-2466 / 156462-0637 / 1557729653
"POINT (-58.5147922706046 -34.5990741065004)",332.00000000000,COMUNA 11,LINCOLN,RESIDENCIA DE OTOÑO,"Fanny Roxana, Giménez",LINCOLN AV. 4268,4268 LINCOLN AV.,"-58,5147922706046","-34,5990741065004",4268.00000000000,VILLA DEVOTO,EDESUR,,,,gimenezrox@hotmail.com residencia4268@hotmail.com,4501-9752 / 1568656131
"POINT (-58.4854122833411 -34.5977363972444)",335.00000000000,COMUNA 11,MELINCUE,GERIATRICO SAN MARCOS,Dr. Carlos Alberto Santi Maggi,MELINCUE 2480,2480 MELINCUE,"-58,4854122833411","-34,5977363972444",2480.00000000000,VLLA DEL PARQUE,EDESUR,,,,sanmarcos2482@hotmail.com,4501-3901
"POINT (-58.4897437656791 -34.59807451904)",339.00000000000,COMUNA 11,PEDRO LOZANO,RESIDENCIA GERIÁTRICA SANTA GERMANA,,"LOZANO, PEDRO 2747","2747 LOZANO, PEDRO","-58,4897437656791","-34,59807451904",2747.00000000000,VLLA DEL PARQUE,EDESUR,,,,mserdna@gmail.com,4501-4275 / 43736556
"POINT (-58.480460136023 -34.6166105479682)",341.00000000000,COMUNA 11,R. ESCALADA DE SAN MARTIN,RESIDENCIA GERIÁTRICA ARANGUREN S.A,REY ANA MARIA,"ESCALADA DE SAN MARTIN, R. 3075","3075 ESCALADA DE SAN MARTIN, R.","-58,480460136023","-34,6166105479682",3075.00000000000,VILLA SANTA RITA,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO,animrey@gmail.com,4581-5670 / 43731418
"POINT (-58.4975428110458 -34.6018103908394)",342.00000000000,COMUNA 11,RICARDO GUTIERREZ,RESIDENCIA SAN NICOLÁS,,"GUTIERREZ, RICARDO 3366","3366 GUTIERREZ, RICARDO","-58,4975428110458","-34,6018103908394",3366.00000000000,VLLA DEL PARQUE,EDESUR,,,,alba-me12@hotmail.com,4501-8354
"POINT (-58.4862883466337 -34.6205816034534)",347.00000000000,COMUNA 11,SAN NICOLAS,LE BOSQUET,,SAN NICOLAS 1278,1278 SAN NICOLAS,"-58,4862883466337","-34,6205816034534",1278.00000000000,VILLA SANTA RITA,EDESUR,"40",SI,HELADERA Y LAMPARAS,hugo52260@gmail.com,4639-1511 / 1544951124
"POINT (-58.4852195567876 -34.6037293694948)",349.00000000000,COMUNA 11,SANTO TOME,RESIDENCIA GERIÁTRICA ELIM,,SANTO TOME 2746,2746 SANTO TOME,"-58,4852195567876","-34,6037293694948",2746.00000000000,VLLA DEL PARQUE,EDESUR,"11",NO,,residenciaelim@fibertel.com.ar,4501-1967 / 1551064493
"POINT (-58.490434369687 -34.606760728248)",350.00000000000,COMUNA 11,SANTO TOME,EL RINCÓN DE LOS ABUELOS,,SANTO TOME 3179,3179 SANTO TOME,"-58,490434369687","-34,606760728248",3179.00000000000,VLLA DEL PARQUE,EDESUR,,,,elrincondelosabuelos@hotmail.com,4502-5432 / 1145025432
"POINT (-58.5099884600519 -34.6096660829026)",351.00000000000,COMUNA 11,SEGUROLA,ASOCIACION DE BENEFICENCIA BRITANICA Y NORTEAMERICANA,,SEGUROLA AV. 2941,2941 SEGUROLA AV.,"-58,5099884600519","-34,6096660829026",2941.00000000000,VILLA DEVOTO,EDESUR,,,,"balduzziandrea@fibertel.com.ar, r.watson@babs.org.ar",4567-9997
"POINT (-58.4642342846125 -34.6112529701171)",352.00000000000,COMUNA 11,TERRERO,RESIDENCIA GERIATRICA TERRERO,,TERRERO 1475,1475 TERRERO,"-58,4642342846125","-34,6112529701171",1475.00000000000,VILLA GRAL. MITRE,EDESUR,,,,guillermotorino@hotmail.com,4582-4238
"POINT (-58.4661708170985 -34.6085987664605)",353.00000000000,COMUNA 11,TERRERO,RESIDENCIA GERIÁTRICA TERRERO,,TERRERO 1740,1740 TERRERO,"-58,4661708170985","-34,6085987664605",1740.00000000000,VILLA GRAL. MITRE,EDESUR,,,,montedeagua@gmail.com,4584-1213
"POINT (-58.5107614668936 -34.6095210156519)",354.00000000000,COMUNA 11,TINOGASTA,BONITOS,,TINOGASTA 4536,4536 TINOGASTA,"-58,5107614668936","-34,609521015652",4536.00000000000,VILLA DEVOTO,EDESUR,"16",NO,,ragomez31@yahoo.com.ar,4567-3395
"POINT (-58.5197505274697 -34.599525421248)",355.00000000000,COMUNA 11,VALLEJOS,LA MAISON BLANC,,VALLEJOS 4419,4419 VALLEJOS,"-58,5197505274697","-34,599525421248",4419.00000000000,VILLA DEVOTO,EDESUR,S/D,NO,,cony.grosso@gmail.com,4502-5600 / 1162633996
"POINT (-58.4998238836251 -34.5724988521344)",356.00000000000,COMUNA 12,AIZPURUA,MACAMAX S.A,DR.EDUARDO N. HEREDIA,AIZPURUA 3163,3163 AIZPURUA,"-58,4998238836251","-34,5724988521344",3163.00000000000,VILLA URQUIZA,EDENOR,,,,macamax.sa1@gmail.com,4572-1476 /2819
"POINT (-58.5012453166397 -34.5707289546537)",357.00000000000,COMUNA 12,AIZPURUA,VILLA MAYOR,Carla Otero,AIZPURUA 3338,3338 AIZPURUA,"-58,5012453166397","-34,5707289546537",3338.00000000000,VILLA URQUIZA,EDENOR,,,,monica_camerano@yahoo.com.ar,4572-7264
"POINT (-58.5073843056943 -34.5761100094197)",358.00000000000,COMUNA 12,ALBARELLOS,EL REMANSO DE LOS ABUELOS,Llentilin Mariano y Christian Fernando,ALBARELLOS AV. 2673,2673 ALBARELLOS AV.,"-58,5073843056943","-34,5761100094197",2673.00000000000,VILLA PUEYRREDON,EDENOR,,,,elremansodelosabuelos@outlook.com,4573-5776
"POINT (-58.4854421253824 -34.5822303045401)",362.00000000000,COMUNA 12,BARZANA,LA FUENTE RESIDENCIA PARA ADULTOS MAYORES,Dr. Luis Omar Rodriguez,BARZANA 1845,1845 BARZANA,"-58,4854421253824","-34,5822303045401",1845.00000000000,VILLA URQUIZA,EDENOR,,,,residencialafuente@hotmail.com,4523-4472
"POINT (-58.4849780924008 -34.5776151445468)",363.00000000000,COMUNA 12,BAUNESS,PEHUEN,Dr. Luis Omar Rodriguez,BAUNESS 2112,2112 BAUNESS,"-58,4849780924008","-34,5776151445468",2112.00000000000,VILLA URQUIZA,EDENOR,"23",NO,,estudio@suarezpereira.com.ar,4300-9507 / 4522-6995 / 45230235
"POINT (-58.4867297590754 -34.5755610161625)",364.00000000000,COMUNA 12,BAUNESS,LA CASA DEL NONO,Dra. María Elba Libonatti,BAUNESS 2316,2316 BAUNESS,"-58,4867297590754","-34,5755610161625",2316.00000000000,VILLA URQUIZA,EDENOR,"23",NO,,muky36@hotmail.com miliramirez82@hotmail.com,45222204 - 15 61385936
"POINT (-58.4833792323131 -34.5737716350979)",365.00000000000,COMUNA 12,BLANCO ENCALADA,RESIDENCIA PARA ABUELOS MILAGROS DE MARIA,Dr. Claudio Andrés Gaudiero,BLANCO ENCALADA 4781,4781 BLANCO ENCALADA,"-58,4833792323131","-34,5737716350979",4781.00000000000,VILLA URQUIZA,EDENOR,,,,geriatricocarmir@gmail.com,4523-0487/4522-0932 / 1560074409
"POINT (-58.48637394867 -34.5755416721369)",366.00000000000,COMUNA 12,BLANCO ENCALADA,RESIDENCIA TU FAMILIA,"Liliana, Bidegain",BLANCO ENCALADA 5080,5080 BLANCO ENCALADA,"-58,48637394867","-34,5755416721369",5080.00000000000,VILLA URQUIZA,EDENOR,,,,"salanova9@gmail.com, estudiocomesana@speedy.com.ar
",4521-7829 / 43736075
"POINT (-58.4839587412985 -34.5805680021859)",367.00000000000,COMUNA 12,BUCARELLI,ABUELA GRANDE,FABIANA PARIANI,BUCARELLI 1902,1902 BUCARELLI,"-58,4839587412985","-34,5805680021859",1902.00000000000,VILLA URQUIZA,EDENOR,"30",NO,,fabianapariani@gmail.com,4521-7339 / 1560992000
"POINT (-58.4953610693584 -34.5674774404782)",368.00000000000,COMUNA 12,BUCARELLI,LAGUNA DORADA,Cyntia Manzor,BUCARELLI 3343,3343 BUCARELLI,"-58,4953610693584","-34,5674774404782",3343.00000000000,VILLA URQUIZA,EDENOR,"27",NO,,lagunadoradasrl@yahoo.com.ar,4541-0800 / 1551094505
"POINT (-58.4898826889322 -34.5702891795473)",372.00000000000,COMUNA 12,CAPDEVILA,INSTITUTO CAPDEVILA,Miguel Ángel Campos - Carlos Alberto Campos,CAPDEVILA 2940,2940 CAPDEVILA,"-58,4898826889322","-34,5702891795473",2940.00000000000,VILLA URQUIZA,EDENOR,,,CAMBIO DE REPRESENTANTE TECNICO,institutocapdevila@yahoo.com.ar,4541-8372
"POINT (-58.4693142365325 -34.5589964125492)",374.00000000000,COMUNA 12,CONGRESO,ACTIVOS,NORBERTO PEIST,CONGRESO AV. 3115,3115 CONGRESO AV.,"-58,4693142365325","-34,5589964125492",3115.00000000000,COGHLAN,EDENOR,,,CAMBIO DE REPRESENTANTE TECNICO,info@activosweb.com.ar,"45436960"
"POINT (-58.4852648497102 -34.5671578352315)",375.00000000000,COMUNA 12,CONGRESO,SAN AGUSTÍN,Rodrigo Ariel Gomez,CONGRESO AV. 4660,4660 CONGRESO AV.,"-58,4852648497102","-34,5671578352315",4660.00000000000,VILLA URQUIZA,EDENOR,,,,"rodrigomez555@hotmail.com, celinagriboff@gmail.com",4521-0471 / 15-37379669
"POINT (-58.4703639045244 -34.5501690804713)",377.00000000000,COMUNA 12,CRISOLOGO LARRALDE,AMABILIS,--,"LARRALDE, CRISOLOGO AV. 2625","2625 LARRALDE, CRISOLOGO AV.","-58,4703639045244","-34,5501690804713",2625.00000000000,SAAVEDRA,EDENOR,S/D,SI,CUBRE LAS NECESIDADES BASICAS DEL ESTABLECIMIENTO,"gerencia@amabilis.com.ar, adamabilis@gmail.com",4701-4586 / 4702-0731
"POINT (-58.4965631968496 -34.5776406287915)",378.00000000000,COMUNA 12,CULLEN,HOSTAL CULLEN,MEGYES LUIS,CULLEN 5849,5849 CULLEN,"-58,4965631968496","-34,5776406287915",5849.00000000000,VILLA URQUIZA,EDENOR,S/D,NO,,hostalcullen@hotmail.com,4573-1537 / 4572-9103
"POINT (-58.5045643133874 -34.5725921280731)",379.00000000000,COMUNA 12,DE LOS CONSTITUYENTES,AYELEN,Horacio Daniel Manoli,DE LOS CONSTITUYENTES AV. 5933,5933 DE LOS CONSTITUYENTES AV.,"-58,5045643133874","-34,5725921280731",5933.00000000000,VILLA URQUIZA,EDENOR,"28",NO,,impositivoestudio@hotmail.com info@residencia-ayelen.com.ar,1145522877 / 4573-4578
"POINT (-58.4738071643025 -34.5677599004667)",380.00000000000,COMUNA 12,ESTOMBA,SAN BENITO,SZEFNER JORGE,ESTOMBA 2421,2421 ESTOMBA,"-58,4738071643025","-34,5677599004667",2421.00000000000,VILLA URQUIZA,EDENOR,S/D,NO,,igsanbenito@outlook.com,4541-0782 / 4545-3992
"POINT (-58.4824299837745 -34.5448884770485)",381.00000000000,COMUNA 12,FREIRE,RESIDENCIA AZUL- AZUL,Guido Puchulu,"FREIRE, RAMON, CAP. GRAL. 4662","4662 FREIRE, RAMON, CAP. GRAL.","-58,4824299837745","-34,5448884770485",4662.00000000000,SAAVEDRA,EDENOR,,,,guidopuchulu@gmail.com,4544-1828
"POINT (-58.4870215217564 -34.567394121626)",382.00000000000,COMUNA 12,GALVAN,SUITES GALVÁN,Dr. Julio de la Fuente Aguerreberre,GALVAN 3052,3052 GALVAN,"-58,4870215217564","-34,567394121626",3052.00000000000,VILLA URQUIZA,EDENOR,S/D,SI,LUCES Y HELADERA,juliodelafuente21@gmail.com,45414800 / 1144475570
"POINT (-58.5051959225067 -34.5769876666054)",386.00000000000,COMUNA 12,LARSEN,EL SOL,Susana Elena Ilarraz,LARSEN 2594,2594 LARSEN,"-58,5051959225067","-34,5769876666054",2594.00000000000,VILLA PUEYRREDON,EDENOR,"42",NO,,info@sborghi.com.ar,4571-6713
"POINT (-58.4773264082024 -34.5584167553784)",387.00000000000,COMUNA 12,MELIAN,RESIDENCIA MANANTIAL,--,MELIAN AV. 3250,3250 MELIAN AV.,"-58,4773264082024","-34,5584167553784",3250.00000000000,COGHLAN,EDENOR,,,,rrhh@manantialghumano.com.ar,4546-2022 / 15-34843250
"POINT (-58.4755687503181 -34.5679707636073)",388.00000000000,COMUNA 12,MONROE,EL SOLAR III,Dr. Nestor Omar Fica,MONROE 4035,4035 MONROE,"-58,4755687503181","-34,5679707636073",4035.00000000000,VILLA URQUIZA,EDENOR,"14",NO,,estudiotecnico.bc@gmail.com,4546-2854
"POINT (-58.4887590078621 -34.5756841637925)",389.00000000000,COMUNA 12,MONROE,RESIDENCIA MONROE,PONCE ELBA GRACIELA,MONROE 5338,5338 MONROE,"-58,4887590078621","-34,5756841637925",5338.00000000000,VILLA URQUIZA,EDENOR,,,,info@residenciamonroe.com.ar,4521-5921 / 47880774
"POINT (-58.4943462940405 -34.5742660880255)",390.00000000000,COMUNA 12,NAHUEL HUAPI,RESIDENCIA GERIATRICA SAN JULIAN,--,NAHUEL HUAPI 5581,5581 NAHUEL HUAPI,"-58,4943462940405","-34,5742660880255",5581.00000000000,VILLA URQUIZA,EDENOR,,,,admisanjulian@gmail.com,4521-4561
"POINT (-58.4694511568371 -34.5614900777216)",392.00000000000,COMUNA 12,P. IGNACIO RIVERA,QUO VADIS,,"RIVERA, PEDRO I., DR. 3238","3238 RIVERA, PEDRO I., DR.","-58,4694511568371","-34,5614900777216",3238.00000000000,COGHLAN,EDENOR,,,,quovadis.rivera3238@gmail.com,4541-8005 / 1544012709
"POINT (-58.4769232070964 -34.5658146897699)",393.00000000000,COMUNA 12,P. IGNACIO RIVERA,INSTITUTO GERIÁTRICO COGHLAN,Graciela Procida,"RIVERA, PEDRO I., DR. 3975","3975 RIVERA, PEDRO I., DR.","-58,4769232070964","-34,5658146897699",3975.00000000000,COGHLAN,EDENOR,,,,info@estudiopagano.com.ar institutocoghlanrf@yahoo.com.ar,4543-0902
"POINT (-58.4799939821185 -34.5676752658969)",394.00000000000,COMUNA 12,P. IGNACIO RIVERA,INSTITUTO GERIÁTRICO SAN ANTONIO,,"RIVERA, PEDRO I., DR. 4318","4318 RIVERA, PEDRO I., DR.","-58,4799939821185","-34,5676752658969",4318.00000000000,VILLA URQUIZA,EDENOR,"44",NO,,administracion@altosderiverasa.com.ar,4543-5095
"POINT (-58.4858915400767 -34.5671000260217)",400.00000000000,COMUNA 12,VALDENEGRO,HOGAR DE REIDENCIA SAN CONO,,VALDENEGRO 3030,3030 VALDENEGRO,"-58,4858915400767","-34,5671000260217",3030.00000000000,VILLA URQUIZA,EDENOR,,,CAMBIO DE REPRESENTANTE TECNICO,institutocapdevila@yahoo.com.ar,"1532015933"
"POINT (-58.4728176069049 -34.5468882137942)",402.00000000000,COMUNA 12,VILELA,HOGAR GERIÁTRICO BELGRANO R,,VILELA 2672,2672 VILELA,"-58,4728176069049","-34,5468882137942",2672.00000000000,SAAVEDRA,EDENOR,"26",NO,,eacasares@hotmail.com,4701-7373 / 1544718880
"POINT (-58.4980548579546 -34.5837298815598)",403.00000000000,COMUNA 12,MOSCONI,BRISAS,--,MOSCONI GENERAL AV. 2536,2536 MOSCONI GENERAL AV.,"-58,4980548579546","-34,5837298815598",2536.00000000000,,,,,,adquei@yahoo.com.ar,4571-1635
"POINT (-58.4522579386075 -34.559103174213)",404.00000000000,COMUNA 13,3 DE FEBRERO,CLUB RESIDENCIAL FLOR DE LIS,GERARDO ROBERTO KABLER,3 DE FEBRERO 2115,2115 3 DE FEBRERO,"-58,4522579386075","-34,559103174213",2115.00000000000,BELGRANO,EDENOR,,,,geriatrico@clubresidencialflordelis.com,4786-7501
"POINT (-58.452861153602 -34.575616850894)",405.00000000000,COMUNA 13,CESPEDES,BEIT- AVOT,PABLO WLDER,CESPEDES 3135,3135 CESPEDES,"-58,452861153602","-34,575616850894",3135.00000000000,COLEGIALES,EDENOR,S/D,NO,,beitavot@beitavot.com.ar,4552-3919 / 4555-0309 / 1554068929
"POINT (-58.4487266403544 -34.5699538638372)",406.00000000000,COMUNA 13,CIUDAD DE LA PAZ,PORTO SEGURO,Dr. Daniel Alcides Gil Feilberg,CIUDAD DE LA PAZ 1051,1051 CIUDAD DE LA PAZ,"-58,4487266403544","-34,5699538638372",1051.00000000000,COLEGIALES,EDENOR,S/D,NO,,dgilfeilberg@gmail.com,4784-4319 / 1536760225
"POINT (-58.4467191141786 -34.5737577795624)",408.00000000000,COMUNA 13,CRAMER,RESIDENCIA PARA MAYORES CRAMER,Dr. Luis Megyes,CRAMER 668,668 CRAMER,"-58,4467191141786","-34,5737577795624",668.00000000000,COLEGIALES,EDENOR,S/D,SI,ESTABLECIMIENTO COMPLETO,info@geriatricocramer.com.ar,4555-4762
"POINT (-58.4573217602133 -34.5698978071173)",409.00000000000,COMUNA 13,CRAMER,HOGAR SCHÖNBRUNN,--,CRAMER 1674,1674 CRAMER,"-58,4573217602133","-34,5698978071173",1674.00000000000,COLEGIALES,EDENOR,,,,guadalupegonzalvez@gmail.com,4552-2220
"POINT (-58.4677546111611 -34.5572211225251)",410.00000000000,COMUNA 13,CRAMER,HOSTAL CRAMER,"ROSALI, NION",CRAMER AV. 2966,2966 CRAMER AV.,"-58,4677546111611","-34,5572211225251",2966.00000000000,NUÑEZ,EDENOR,,,,hostalcramer@yahoo.com.ar,4544-3278
